Street Pair,Distance (km),Time (minutes),Weight
 Sierra Rd - CA-237,12.384103042914024,9.288077282185517,3.2601151260471166e-06
 Sierra Rd - CA-237 E,12.384103042914024,9.288077282185517,1.3040460504188466e-05
 Sierra Rd - CA-237 W,12.87714662296194,9.657859967221455,1.9209483474803475e-05
 Sierra Rd - CA-85,20.63817029992231,15.478627724941735,3.621998887636366e-06
 Sierra Rd - CA-85 N,18.947422688497227,14.21056701637292,2.826481779556574e-05
 Sierra Rd - CA-85 S,18.974186281582732,14.230639711187049,8.905534331260855e-05
 Sierra Rd - CA-87 N,15.973417846581727,11.980063384936296,1.471151783670177e-05
 Sierra Rd - CA-87 S,11.183086037812645,8.387314528359482,6.869210598726416e-06
 Sierra Rd - Capitol Expressway Auto Mall,15.970210757986438,11.977658068489829,2.80277198802662e-06
 Sierra Rd - Charles Cali Dr,16.372090381689908,12.279067786267431,2.873301861986579e-06
 Sierra Rd - Coleman Ave,12.328094510823115,9.246070883117337,6.490741759948371e-06
 Sierra Rd - Coyote Rd,14.923725416108756,11.192794062081566,4.57785277139136e-06
 Sierra Rd - Curtner Ave,18.071022571941857,13.553266928956393,3.171464461375796e-06
 Sierra Rd - Davis St,13.599303264893948,10.19947744867046,1.610497489145066e-05
 Sierra Rd - De la Cruz Blvd,12.225040799682299,9.168780599761725,2.1454946603442437e-06
 Sierra Rd - Delmas Ave,12.777600261966496,9.583200196474872,2.24246884597512e-06
 Sierra Rd - Dipper Cir,7.814490062835033,5.860867547126275,1.3714430060275483e-06
 Sierra Rd - Drake St,12.773971460152652,9.580478595114489,5.039331741030221e-06
 Sierra Rd - Duane St,11.709285584942757,8.781964188707068,2.054979620157454e-06
 Sierra Rd - E Brokaw Rd,8.754072181530844,6.565554136148133,4.3772549425699605e-05
 Sierra Rd - E Capitol Expy,9.395246945619348,7.046435209214511,1.3599619953784008e-05
 Sierra Rd - E Gish Rd,9.115452788871183,6.836589591653388,9.598571786681356e-06
 Sierra Rd - E Reed St,10.78475990950077,8.088569932125576,2.8390880461760775e-06
 Sierra Rd - E Saint James St,7.262186021109839,5.446639515832379,1.2745136467047767e-06
 Sierra Rd - Felipe Ave,9.07486319220593,6.806147394154447,4.777915470696422e-06
 Sierra Rd - Foss Ave,6.51252442237958,4.884393316784685,1.1429480361276164e-06
 Sierra Rd - Grant St,11.929464339784941,8.947098254838705,1.8833641826435475e-05
 Sierra Rd - Guadalupe Fwy N,14.881857992564662,11.161393494423496,2.9376787677322643e-05
 Sierra Rd - Guadalupe Fwy S,14.881857992564662,11.161393494423496,2.02356064053898e-05
 Sierra Rd - Guadalupe Pkwy,14.881857992564662,11.161393494423496,6.529415194237746e-06
 Sierra Rd - Guadalupe Pkwy N,14.881857992564662,11.161393494423496,0.0002154148944423735
 Sierra Rd - Guadalupe Pkwy S,14.881857992564662,11.161393494423496,0.00014164924483772858
 Sierra Rd - Guadalupe River Trl,13.075111773658564,9.806333830243924,2.294682116277078e-06
 Sierra Rd - Hamline St,12.118966599362823,9.089224949522118,2.1268786381881757e-06
 Sierra Rd - Hellyer Ave,14.249185024909318,10.686888768681989,2.5007319718715856e-06
 Sierra Rd - Herald Ave,8.97574218783289,6.731806640874667,3.5409302931000748e-06
 Sierra Rd - Highway 87 Bikeway,14.9161865103396,11.1871398827547,3.926686098846899e-06
 Sierra Rd - Hostetter Rd,6.632483276853081,4.974362457639811,6.984004890526294e-06
 Sierra Rd - I 280,15.453906855484218,11.590430141613163,2.71216065313748e-06
 Sierra Rd - I-280,15.453906855484218,11.590430141613163,8.812204036668488e-05
 Sierra Rd - I-280 N,15.453906855484218,11.590430141613163,0.000858862463923677
 Sierra Rd - I-280 S,15.347051669389677,11.510288752042259,0.0020767898892422327
 Sierra Rd - I-680,7.07525848742163,5.306443865566222,2.0175099576882776e-05
 Sierra Rd - I-680 N,7.07525848742163,5.306443865566222,0.0005307027574391434
 Sierra Rd - I-680 S,6.58741971920524,4.94056478940393,0.00046001104697661056
 Sierra Rd - I-880,10.21924234290495,7.664431757178713,0.0001017529960083046
 Sierra Rd - I-880 N,10.21924234290495,7.664431757178713,0.0020723090585059805
 Sierra Rd - I-880 S,9.968499887663707,7.476374915747781,0.0009978343781302777
 Sierra Rd - Junipero Serra Fwy N,15.453906855484218,11.590430141613163,0.00032537814536550634
 Sierra Rd - Junipero Serra Ln,18.499370543293704,13.874527907470279,1.4609877886566202e-05
 Sierra Rd - Lapa Dr,19.30433753149622,14.478253148622166,3.3879112367775867e-06
 Sierra Rd - Lawrence Expy,21.282022432652926,15.961516824489696,1.3998250255077463e-05
 Sierra Rd - Lincoln Ave,13.491990186651883,10.118992639988912,2.3678442777574054e-06
 Sierra Rd - Lori Anne Ln,3.5635436672968708,2.672657750472653,6.254019136106008e-07
 Sierra Rd - Lower Guadalupe River Trl,13.075111773658564,9.806333830243924,2.294682116277078e-06
 Sierra Rd - MacArthur Ave,15.133105129455325,11.349828847091493,5.970009973570125e-06
 Sierra Rd - Matrix Blvd,10.387269692141285,7.790452269105964,1.8229658309707958e-06
 Sierra Rd - McCreery Ave,8.032205610610085,6.024154207957563,2.114478126993105e-06
 Sierra Rd - McCreery Ct,7.9514464436653745,5.963584832749031,2.0932182762949097e-06
 Sierra Rd - McKee Rd,3.4178289448469674,2.5633717086352257,5.998289798206428e-07
 Sierra Rd - McKendrie St,12.015930672448713,9.011948004336535,6.326387499044248e-06
 Sierra Rd - McLaughlin Ave,9.274141973951222,6.955606480463416,5.0038633020453815e-05
 Sierra Rd - Meadowgate Way,6.295951788943908,4.721963841707931,2.4837529807383717e-06
 Sierra Rd - Meridian Ave,14.04709079035678,10.535318092767586,9.612424227841145e-05
 Sierra Rd - Montague Expy,11.261268316938908,8.44595123770418,8.347978203346813e-05
 Sierra Rd - Monterey Rd,17.340067524637465,13.0050506434781,3.0431818505738754e-06
 Sierra Rd - Moorpark Ave,17.185759144971748,12.88931935872881,2.4876386362346607e-05
 Sierra Rd - Morse St,13.19536599453239,9.89652449589929,1.2152932080964328e-05
 Sierra Rd - Muirfield Dr,6.391040172132287,4.793280129099216,2.5212653479061877e-06
 Sierra Rd - N 10th St,9.648994559166466,7.236745919374849,7.6202934531017155e-06
 Sierra Rd - N 1st St,11.948723553401758,8.961542665051317,6.761483940781219e-05
 Sierra Rd - N 4th St,10.669844664743577,8.002383498557682,2.8088366079937467e-06
 Sierra Rd - N 5th St,10.205985013983803,7.654488760487852,5.3734511098624725e-06
 Sierra Rd - N Bascom Ave,14.216549193559029,10.662411895169273,9.540726163797465e-05
 Sierra Rd - N Capitol Ave,5.595429023070183,4.196571767302637,1.4729966903232256e-06
 Sierra Rd - N Jackson Ave,6.375393579625974,4.781545184719481,3.3566447196730756e-06
 Sierra Rd - N Monroe St,14.814438068874601,11.11082855165595,5.84429581817103e-06
 Sierra Rd - Narvaez Ave,15.860810837218029,11.895608127913523,2.7835723019317643e-06
 Sierra Rd - Norman Y Mineta Hwy,18.947422688497227,14.21056701637292,3.323851625129626e-05
 Sierra Rd - Norwalk Dr,18.145679615292227,13.609259711469171,2.8647491692642607e-05
 Sierra Rd - O'Connor Dr,14.911814535676173,11.18386090175713,9.808246010841003e-06
 Sierra Rd - Old Bayshore Hwy,10.387269692141285,7.790452269105964,1.9133350772924248e-05
 Sierra Rd - Pamela Ave,5.997599370980359,4.498199528235269,2.366052951851752e-06
 Sierra Rd - Park Ave,13.348072357673544,10.011054268255158,2.342586698771707e-06
 Sierra Rd - Parkmoor Ave,15.01528235125819,11.261461763443643,2.7658150091017585e-05
 Sierra Rd - Paula Ct,14.165007097544816,10.623755323158612,3.7289381184286728e-06
 Sierra Rd - Peachwood Dr,5.886542754220626,4.41490706566547,1.03308825336572e-06
 Sierra Rd - Race St,13.545390914193325,10.159043185644993,2.3772161054409282e-06
 Sierra Rd - Ridgetree Way,6.256463466839381,4.692347600129535,2.468174837668136e-06
 Sierra Rd - Rincon Cir,9.144938189939502,6.858703642454627,2.407404978501574e-06
 Sierra Rd - S 10th St,11.07904919623784,8.30928689717838,8.067486648470489e-05
 Sierra Rd - S 11th St,10.418491059180118,7.813868294385088,5.6212968509806327e-05
 Sierra Rd - S 1st St,11.876479445300115,8.907359583975087,2.0843221426501704e-06
 Sierra Rd - S 3rd St,11.40671783590976,8.55503837693232,3.452813488929884e-05
 Sierra Rd - S 7th St,11.744333760654117,8.808250320490588,6.183391724984393e-06
 Sierra Rd - S 8th St,10.317252730263526,7.7379395476976445,1.8106778541612488e-06
 Sierra Rd - S Almaden Blvd,11.508860287143811,8.631645215357858,7.569952853868842e-06
 Sierra Rd - S Bascom Ave,15.043464320616685,11.282598240462514,6.136605182987562e-05
 Sierra Rd - S De Anza Blvd,23.1572215424111,17.367916156808327,4.064092380693149e-06
 Sierra Rd - S Genevieve Ln,16.29325010112947,12.219937575847103,2.859465392748222e-06
 Sierra Rd - S Jackson Ave,7.132501323832862,5.349375992874647,1.8776309734990011e-06
 Sierra Rd - S King Rd,9.109039877755004,6.831779908316253,1.7981244718688377e-05
 Sierra Rd - S Valley Fwy N,7.367346853356642,5.525510140017482,1.066423457023374e-05
 Sierra Rd - S Valley Fwy S,7.367346853356642,5.525510140017482,7.431811138323513e-06
 Sierra Rd - S Winchester Blvd,17.459356442455807,13.094517331841855,0.00012176591666879741
 Sierra Rd - San Tomas Expy,17.667296836482873,13.250472627362155,4.650915892204117e-06
 Sierra Rd - Saratoga Ave,20.76883190819833,15.576623931148747,0.0003088377226828862
 Sierra Rd - Sherwood Ave,12.906591247657683,9.679943435743263,5.091650247200957e-06
 Sierra Rd - Sinclair Fwy N,7.07525848742163,5.306443865566222,0.0004580787666950041
 Sierra Rd - Sinclair Fwy S,9.350904007851298,7.013178005888474,3.32214242138937e-05
 Sierra Rd - Southbay Fwy,12.87714662296194,9.657859967221455,8.469943191253217e-06
 Sierra Rd - Southwest Expy,14.554865846689275,10.916149385016956,2.5543789560939677e-06
 Sierra Rd - Spring St,11.564115286342625,8.673086464756969,2.0295022327531307e-06
 Sierra Rd - Stevens Creek Blvd,19.49795285071608,14.623464638037058,4.191084965261421e-05
 Sierra Rd - Story Rd,4.885589285191579,3.6641919638936846,1.4986545132325171e-06
 Sierra Rd - Summer St,6.7537863607171085,5.065339770537832,1.777934259458779e-06
 Sierra Rd - The Alameda,12.734185635186607,9.550639226389956,5.023636233081117e-06
 Sierra Rd - Tortola Way,5.816420192518135,4.362315144388601,1.0207817437869328e-06
 Sierra Rd - Trimble Rd,12.088581580537054,9.066436185402791,3.708172399829742e-06
 Sierra Rd - Tully Rd,12.130671238265757,9.098003428699318,2.1289328023156403e-06
 Sierra Rd - US-101,13.568731106361582,10.176548329771187,2.9756227316250947e-05
 Sierra Rd - US-101 N,20.011379146393356,15.008534359795018,0.0004643490445576981
 Sierra Rd - US-101 S,20.005296599420998,15.00397244956575,0.00011847136646177116
 Sierra Rd - W Alma Ave,12.388380686079769,9.291285514559828,2.1741608104069996e-06
 Sierra Rd - W San Carlos St,14.555013889016049,10.916260416762036,3.831607406283475e-06
 Sierra Rd - W Virginia St,12.612402879708743,9.459302159781556,2.213476705388884e-06
 Sierra Rd - Walnut Grove Ave,13.508637920629846,10.131478440472385,8.885306592294283e-06
 Sierra Rd - Water Witch Way,16.654566655637854,12.490924991728392,3.360058822774938e-05
 Sierra Rd - Woz Way,11.95278834994006,8.964591262455045,9.43971459936516e-06
 Sierra Rd - Yerba Buena Rd,13.060602557790435,9.795451918342826,2.2921357488922214e-06
 Sierra Rd - Zanker Rd,11.379203786988535,8.5344028402414,5.991150793849463e-06
 Stevens Creek Blvd -  Story Rd,17.79555182343497,13.346663867576227,3.123119345012837e-06
 Stevens Creek Blvd -  Terner Way,14.18711937269024,10.64033952951768,2.4898394499071373e-06
 Stevens Creek Blvd - 385A,10.21201384754261,7.659010385656957,1.792208430243728e-06
 Stevens Creek Blvd - Airport Blvd,8.142659576497891,6.1069946823734185,6.430665400539209e-06
 Stevens Creek Blvd - Akron Way,2.84711297453035,2.135334730897762,1.123186068452223e-06
 Stevens Creek Blvd - Almaden Expy,12.797808634346778,9.598356475760083,2.2460154153278592e-06
 Stevens Creek Blvd - Alum Rock Ave,17.49174034632028,13.118805259740212,2.3784393935909004e-05
 Stevens Creek Blvd - Auzerais Ave,7.585267111818041,5.688950333863531,1.3312143781240663e-06
 Stevens Creek Blvd - Barber Ln,12.438600576130051,9.328950432097539,3.2744616016662364e-06
 Stevens Creek Blvd - Bay Trl,17.95894314357369,13.469207357680268,3.151794521697183e-06
 Stevens Creek Blvd - Bayshore Fwy N,17.218971957438676,12.914228968079007,0.0002258311219647976
 Stevens Creek Blvd - Bayshore Fwy S,17.218971957438676,12.914228968079007,0.00038746561172927447
 Stevens Creek Blvd - Bernal Rd,21.92565918647882,16.44424438985912,6.72569595545238e-06
 Stevens Creek Blvd - Berryessa Rd,12.678934156268914,9.509200617201687,5.6731890882225266e-05
 Stevens Creek Blvd - Bird Ave,8.844820691671666,6.63361551875375,6.0525107993109214e-05
 Stevens Creek Blvd - Blossom Hill Rd,19.416685189359022,14.562513892019266,5.95606818183588e-06
 Stevens Creek Blvd - Bonita Ave,12.717134718981445,9.537851039236083,3.347785714771865e-06
 Stevens Creek Blvd - CA-17 N,5.584663275230604,4.188497456422953,1.445450472211561e-05
 Stevens Creek Blvd - CA-17 S,5.791833238991451,4.343874929243588,8.639967234265496e-06
 Stevens Creek Blvd - CA-237,11.619789914566729,8.714842435925046,3.0589096950096915e-06
 Stevens Creek Blvd - CA-237 E,11.619789914566729,8.714842435925046,1.2235638780038766e-05
 Stevens Creek Blvd - CA-237 W,11.449985815003098,8.587489361252324,1.708051633953087e-05
 Stevens Creek Blvd - CA-85,10.243199649276356,7.682399736957267,1.7976815384480005e-06
 Stevens Creek Blvd - CA-85 N,21.85050996693419,16.38788247520064,3.259549824317408e-05
 Stevens Creek Blvd - CA-85 S,21.820494704717188,16.36537102853789,0.00010241449189659011
 Stevens Creek Blvd - CA-87 N,13.315837119200243,9.986877839400181,1.2263885986783421e-05
 Stevens Creek Blvd - CA-87 S,8.522170418800595,6.391627814100446,5.234743179748266e-06
 Stevens Creek Blvd - Capitol Expressway Auto Mall,12.584781633180464,9.438586224885348,2.2086291766231717e-06
 Stevens Creek Blvd - Charles Cali Dr,4.265622338179111,3.199216753634333,7.486167203504339e-07
 Stevens Creek Blvd - Coleman Ave,7.170674852177928,5.378006139133446,3.775360309671679e-06
 Stevens Creek Blvd - Coyote Rd,18.200272623303647,13.650204467477735,5.582933627198394e-06
 Stevens Creek Blvd - Curtner Ave,8.544991587576508,6.408743690682381,1.4996460236196772e-06
 Stevens Creek Blvd - Davis St,6.183371849167914,4.637528886875935,7.3226581123771015e-06
 Stevens Creek Blvd - De la Cruz Blvd,8.085840285018174,6.06438021376363,1.4190649700206895e-06
 Stevens Creek Blvd - Delmas Ave,9.408456215911544,7.0563421619336575,1.651184065892476e-06
 Stevens Creek Blvd - Dipper Cir,12.213594844920948,9.160196133690711,2.1434858952836265e-06
 Stevens Creek Blvd - Drake St,8.719762292719945,6.539821719539959,3.4399462244780187e-06
 Stevens Creek Blvd - Duane St,10.122654813643535,7.591991110232651,1.7765259197944402e-06
 Stevens Creek Blvd - E Brokaw Rd,10.943379449846873,8.207534587385155,5.471963309409682e-05
 Stevens Creek Blvd - E Capitol Expy,16.85057456715388,12.637930925365412,2.4391206685955247e-05
 Stevens Creek Blvd - E Gish Rd,10.382514897746386,7.78688617330979,1.0932788187326946e-05
 Stevens Creek Blvd - E Reed St,10.82913454873747,8.121850911553102,2.8507696699551388e-06
 Stevens Creek Blvd - E Saint James St,13.205563797908837,9.904172848431628,2.317576446533001e-06
 Stevens Creek Blvd - Felipe Ave,13.24926102132304,9.93694576599228,6.975735927726581e-06
 Stevens Creek Blvd - Foss Ave,14.505023514071008,10.878767635553256,2.545631626719462e-06
 Stevens Creek Blvd - Grant St,9.82976381518425,7.372322861388188,1.5518739623222137e-05
 Stevens Creek Blvd - Guadalupe Fwy N,12.352836764161163,9.264627573120872,2.4384499772454136e-05
 Stevens Creek Blvd - Guadalupe Fwy S,12.352836764161163,9.264627573120872,1.6796769790068142e-05
 Stevens Creek Blvd - Guadalupe Pkwy,12.352836764161163,9.264627573120872,5.4198071302757105e-06
 Stevens Creek Blvd - Guadalupe Pkwy N,12.352836764161163,9.264627573120872,0.00017880731216123285
 Stevens Creek Blvd - Guadalupe Pkwy S,12.352836764161163,9.264627573120872,0.00011757738853047699
 Stevens Creek Blvd - Guadalupe River Trl,10.23293145141553,7.674698588561648,1.7958794697234256e-06
 Stevens Creek Blvd - Hamline St,7.503934660615767,5.627950995461825,1.316940532938067e-06
 Stevens Creek Blvd - Hellyer Ave,17.399899553067208,13.049924664800406,3.053682371563295e-06
 Stevens Creek Blvd - Herald Ave,12.811627902437285,9.608720926827964,5.054187207511509e-06
 Stevens Creek Blvd - Highway 87 Bikeway,12.46711204220651,9.350334031654882,3.2819672451108637e-06
 Stevens Creek Blvd - Hostetter Rd,13.060924546642106,9.79569340998158,1.3753153547614138e-05
 Stevens Creek Blvd - I 280,5.437900895356661,4.078425671517496,9.543516071350942e-07
 Stevens Creek Blvd - I-280,5.437900895356661,4.078425671517496,3.100827038054752e-05
 Stevens Creek Blvd - I-280 N,5.437900895356661,4.078425671517496,0.00030221542068511797
 Stevens Creek Blvd - I-280 S,5.603134203660878,4.202350652745658,0.0007582259259242464
 Stevens Creek Blvd - I-680,14.598753634176164,10.949065225632124,4.162834598785334e-05
 Stevens Creek Blvd - I-680 N,14.598753634176164,10.949065225632124,0.0010950269622806944
 Stevens Creek Blvd - I-680 S,14.628637424908247,10.971478068681185,0.0010215433514968364
 Stevens Creek Blvd - I-880,14.302561775143335,10.7269213313575,0.00014241060759510217
 Stevens Creek Blvd - I-880 N,14.302561775143335,10.7269213313575,0.0029003449895724414
 Stevens Creek Blvd - I-880 S,13.712755460493993,10.284566595370494,0.0013726296806511231
 Stevens Creek Blvd - Junipero Serra Fwy N,5.437900895356661,4.078425671517496,0.00011449364387651066
 Stevens Creek Blvd - Junipero Serra Ln,1.6562990259068358,1.2422242694301269,1.3080621557099236e-06
 Stevens Creek Blvd - Lapa Dr,0.7086890955995278,0.5315168216996458,1.2437493627771712e-07
 Stevens Creek Blvd - Lawrence Expy,3.715265946834543,2.7864494601259073,2.4437161765304207e-06
 Stevens Creek Blvd - Lincoln Ave,8.054591705814738,6.040943779361054,1.4135808443704868e-06
 Stevens Creek Blvd - Lori Anne Ln,18.146973879953396,13.610230409965048,3.1847939159318214e-06
 Stevens Creek Blvd - Lower Guadalupe River Trl,10.23293145141553,7.674698588561648,1.7958794697234256e-06
 Stevens Creek Blvd - MacArthur Ave,5.623066819658405,4.217300114743804,2.218299860355241e-06
 Stevens Creek Blvd - Matrix Blvd,9.181491799993832,6.886118849995374,1.6113518108989176e-06
 Stevens Creek Blvd - McCreery Ave,14.131757961056952,10.598818470792715,3.720185283248243e-06
 Stevens Creek Blvd - McCreery Ct,13.94562275597616,10.45921706698212,3.6711851905107244e-06
 Stevens Creek Blvd - McKee Rd,16.993970019690305,12.745477514767728,2.9824417384556483e-06
 Stevens Creek Blvd - McKendrie St,7.674517626465794,5.755888219849345,4.04063353033424e-06
 Stevens Creek Blvd - McLaughlin Ave,12.627484140926665,9.470613105695,6.813159068236983e-05
 Stevens Creek Blvd - Meadowgate Way,14.629914010206765,10.972435507655073,5.771501077026568e-06
 Stevens Creek Blvd - Meridian Ave,7.536958066808466,5.652718550106349,5.157540405117032e-05
 Stevens Creek Blvd - Montague Expy,10.11214987854376,7.584112408907819,7.496136704964489e-05
 Stevens Creek Blvd - Monterey Rd,19.253379763958133,14.4400348229686,3.378968148574653e-06
 Stevens Creek Blvd - Moorpark Ave,3.3816416967169407,2.536231272537705,4.894926355997771e-06
 Stevens Creek Blvd - Morse St,6.469177513480194,4.851883135110145,5.958112489915258e-06
 Stevens Creek Blvd - Muirfield Dr,14.694938844049387,11.02120413303704,5.797153373977483e-06
 Stevens Creek Blvd - N 10th St,10.176249580340583,7.632187185255438,8.036693106073975e-06
 Stevens Creek Blvd - N 1st St,10.511110823537967,7.883333117653476,5.947974837269547e-05
 Stevens Creek Blvd - N 4th St,9.982175570250325,7.486631677687743,2.627807718868398e-06
 Stevens Creek Blvd - N 5th St,9.661102717828081,7.24582703837106,5.086570580936485e-06
 Stevens Creek Blvd - N Bascom Ave,5.832826934642734,4.374620200982051,3.914410155838739e-05
 Stevens Creek Blvd - N Capitol Ave,14.957655040856558,11.218241280642419,3.937602689505489e-06
 Stevens Creek Blvd - N Jackson Ave,14.147236753594711,10.610427565196034,7.4485201507676155e-06
 Stevens Creek Blvd - N Monroe St,5.005073596926463,3.753805197694848,1.97450153398749e-06
 Stevens Creek Blvd - Narvaez Ave,13.46272635196502,10.097044763973765,2.362708474769861e-06
 Stevens Creek Blvd - Norman Y Mineta Hwy,21.85050996693419,16.38788247520064,3.83312571094943e-05
 Stevens Creek Blvd - Norwalk Dr,1.9990804516922953,1.4993103387692215,3.1560482631092116e-06
 Stevens Creek Blvd - O'Connor Dr,5.243451995843222,3.9325889968824166,3.4488805502658795e-06
 Stevens Creek Blvd - Old Bayshore Hwy,9.181491799993832,6.886118849995374,1.691230789558864e-05
 Stevens Creek Blvd - Pamela Ave,14.349100730034325,10.761825547525744,5.660720237998541e-06
 Stevens Creek Blvd - Park Ave,6.691773176348365,5.018829882261273,1.1744061924491379e-06
 Stevens Creek Blvd - Parkmoor Ave,6.029923750366803,4.522442812775102,1.110711954817565e-05
 Stevens Creek Blvd - Paula Ct,7.714043428871741,5.785532571653806,2.030721932650486e-06
 Stevens Creek Blvd - Peachwood Dr,13.948982929341922,10.46173719700644,2.448046504099507e-06
 Stevens Creek Blvd - Race St,7.789249505453212,5.841937129089909,1.3670132882070387e-06
 Stevens Creek Blvd - Ridgetree Way,13.640155166522876,10.230116374892157,5.381041213193275e-06
 Stevens Creek Blvd - Rincon Cir,11.445299003643703,8.583974252732776,3.0129749627092044e-06
 Stevens Creek Blvd - S 10th St,11.659323591719284,8.744492693789462,8.490027956400189e-05
 Stevens Creek Blvd - S 11th St,11.188238036254441,8.391178527190831,6.0366138324610844e-05
 Stevens Creek Blvd - S 1st St,11.013245340016637,8.259934005012479,1.93282455717292e-06
 Stevens Creek Blvd - S 3rd St,10.631726356142451,7.973794767106837,3.2182235680043194e-05
 Stevens Creek Blvd - S 7th St,11.792378123993293,8.84428359299497,6.2086870822824684e-06
 Stevens Creek Blvd - S 8th St,10.473324520006749,7.8549933900050615,1.8380684532611844e-06
 Stevens Creek Blvd - S Almaden Blvd,9.407260935826546,7.0554457018699095,6.187625880539911e-06
 Stevens Creek Blvd - S Bascom Ave,5.982911718452334,4.487183788839251,2.4405792627496686e-05
 Stevens Creek Blvd - S De Anza Blvd,3.6841050994330446,2.7630788245747837,6.465604449504994e-07
 Stevens Creek Blvd - S Genevieve Ln,5.206917714460595,3.9051882858454463,9.138140588878344e-07
 Stevens Creek Blvd - S Jackson Ave,14.810969411755481,11.108227058816611,3.898987697644631e-06
 Stevens Creek Blvd - S King Rd,14.622745855761208,10.967059391820905,2.8865300319272623e-05
 Stevens Creek Blvd - S Valley Fwy N,19.333881615925325,14.500411211943995,2.798579363905191e-05
 Stevens Creek Blvd - S Valley Fwy S,19.333881615925325,14.500411211943995,1.9503053080064672e-05
 Stevens Creek Blvd - S Winchester Blvd,4.99195748640298,3.743968114802235,3.481515949954598e-05
 Stevens Creek Blvd - San Tomas Expy,3.483031726172416,2.6122737946293118,9.169081019148885e-07
 Stevens Creek Blvd - Saratoga Ave,3.4147851151875557,2.5610888363906668,5.077870835911775e-05
 Stevens Creek Blvd - Sherwood Ave,6.699369307847043,5.024526980885282,2.6429011919456584e-06
 Stevens Creek Blvd - Sinclair Fwy N,14.598753634176164,10.949065225632124,0.0009451780556026931
 Stevens Creek Blvd - Sinclair Fwy S,12.5971388100065,9.447854107504876,4.4754484907250596e-05
 Stevens Creek Blvd - Southbay Fwy,11.449985815003098,8.587489361252324,7.531228169818288e-06
 Stevens Creek Blvd - Southwest Expy,7.427900993544922,5.570925745158692,1.3035966243671339e-06
 Stevens Creek Blvd - Spring St,8.212699226695532,6.159524420021649,1.4413287142850658e-06
 Stevens Creek Blvd - Stevens Creek Blvd,0.0,0.0,0.0
 Stevens Creek Blvd - Story Rd,17.79555182343497,13.346663867576227,5.4587855218386774e-06
 Stevens Creek Blvd - Summer St,14.735353345631713,11.051515009223786,3.879081768237549e-06
 Stevens Creek Blvd - The Alameda,7.356935848431758,5.5177018863238185,2.902311192206329e-06
 Stevens Creek Blvd - Tortola Way,14.289381510945175,10.71703613320888,2.507786455170878e-06
 Stevens Creek Blvd - Trimble Rd,8.240801922134665,6.180601441600999,2.5278659896148084e-06
 Stevens Creek Blvd - Tully Rd,13.312824829257659,9.984618621943245,2.3364007575347195e-06
 Stevens Creek Blvd - US-101,17.256120362653963,12.942090271990473,3.784267195530014e-05
 Stevens Creek Blvd - US-101 N,23.68354001821778,17.762655013663334,0.0005495587834677299
 Stevens Creek Blvd - US-101 S,23.64611195604488,17.73458396703366,0.0001400322750036978
 Stevens Creek Blvd - W Alma Ave,10.778999472291266,8.08424960421845,1.8917144073871172e-06
 Stevens Creek Blvd - W San Carlos St,6.029345466878091,4.522009100158568,1.5872251941556575e-06
 Stevens Creek Blvd - W Virginia St,9.261344956765567,6.946008717574175,1.625366039912357e-06
 Stevens Creek Blvd - Walnut Grove Ave,6.2273512948446585,4.670513471133494,4.096040314184074e-06
 Stevens Creek Blvd - Water Witch Way,3.9151841299764216,2.9363880974823164,7.898883982227432e-06
 Stevens Creek Blvd - Woz Way,9.42459723200735,7.068447924005513,7.443075663977804e-06
 Stevens Creek Blvd - Yerba Buena Rd,21.674226575508985,16.255669931631736,3.803826764001826e-06
 Stevens Creek Blvd - Zanker Rd,11.176968050410299,8.382726037807725,5.884673678541023e-06
 Story Rd -  Terner Way,13.209114387020795,9.906835790265596,2.3181995749221496e-06
 Story Rd - 385A,7.708219662652757,5.781164746989568,1.352792550795559e-06
 Story Rd - Airport Blvd,10.3832265106553,7.7874198829914745,8.200153136790022e-06
 Story Rd - Akron Way,15.395843287168308,11.54688246537623,6.073660176787898e-06
 Story Rd - Almaden Expy,13.142397335611829,9.85679800170887,2.306490732399876e-06
 Story Rd - Alum Rock Ave,2.134918916740457,1.601189187555343,2.902955997037837e-06
 Story Rd - Auzerais Ave,10.80784493512209,8.105883701341567,1.8967767861139266e-06
 Story Rd - Barber Ln,10.646205854561108,7.984654390920831,2.8026136912132116e-06
 Story Rd - Bay Trl,13.719290742156737,10.289468056617553,2.4077355252485075e-06
 Story Rd - Bayshore Fwy N,8.554337880540192,6.415753410405144,0.00011219227988775476
 Story Rd - Bayshore Fwy S,8.554337880540192,6.415753410405144,0.00019249184957238554
 Story Rd - Bernal Rd,16.329055429674636,12.246791572255976,5.008937753052694e-06
 Story Rd - Berryessa Rd,5.937302176999744,4.452976632749808,2.6566458590985352e-05
 Story Rd - Bird Ave,9.575609846600905,7.181707384950679,6.552589818028998e-05
 Story Rd - Blossom Hill Rd,12.126553007378535,9.094914755533901,3.719820135013366e-06
 Story Rd - Bonita Ave,5.293608959940164,3.9702067199551228,1.393542558704248e-06
 Story Rd - CA-17 N,13.77976211992607,10.334821589944553,3.566546930689865e-05
 Story Rd - CA-17 S,14.071576635787048,10.553682476840287,2.099127444643533e-05
 Story Rd - CA-237,13.863208170711246,10.397406128033435,3.6494895509397356e-06
 Story Rd - CA-237 E,13.863208170711246,10.397406128033435,1.4597958203758942e-05
 Story Rd - CA-237 W,14.318365948231673,10.738774461173755,2.1359422403274596e-05
